,Stu Term,Unnamed: 1,Stu Admit Term,Unnamed: 3,Record ID,Stu Visa Type,Stu Attribute BAM,Stu Admit Type,Stu Primary Degree Level,Stu Primary Major 1 College,Stu Primary Program,Stu Primary Program Code,Stu Primary Department,Unnamed: 14,Stu New/Returning Ind,Stu Residency Group,Course Sect College,Stu Registered Ind,Registration Status,Registration Status Date,Course Desc,Course Section,Course Sect Schedule Type,Course Sect Instruction Delivery Method Group,Course Sect Wiley Courses Ind,Course Sect Credits,Stu Course Registered Hours
0,202270,Fall 2022,201670,Fall 2016,CEC10924,NA,'--,GR,Master,CEC,MS Operations Research,EC-MS-OPRS,SYST,Systems Engr & Operations Rsch,R,VA,CEC,Y,**Web Registered**,4/19/2022,OR 635,OR 635 001,Lecture,F2F,N,3,3
1,202270,Fall 2022,201710,Spring 2017,CEC8744,NA,'--,GR,Master,CEC,MS Electrical Engineering,EC-MS-ELEN,ECE,Electrical & Comp. Engineering,R,VA,CEC,Y,**Web Registered**,8/24/2022,ECE 799,ECE 799 019,Thesis,F2F,N,1,1
2,202270,Fall 2022,201710,Spring 2017,CEC11222,NA,'--,GR,Master,CEC,MS Data Analytics Engineering,EC-MS-DAEN,EC,Engineering & Computing,R,VA,CEC,Y,**Web Registered**,4/19/2022,OR 538,OR 538 001,Lecture,F2F,N,3,3
3,202270,Fall 2022,201710,Spring 2017,CEC11222,NA,'--,GR,Master,CEC,MS Data Analytics Engineering,EC-MS-DAEN,EC,Engineering & Computing,R,VA,CEC,Y,**Web Registered**,4/19/2022,OR 688,OR 688 001,Lecture,F2F,N,3,3
4,202270,Fall 2022,201770,Fall 2017,CEC1491,NA,'--,GR,Master,CEC,MS Software Engineering,EC-MS-SWE,CS,Computer Science,R,VA,CEC,Y,**Web Registered**,6/18/2022,SWE 699,SWE 699 001,Lecture,F2F,N,3,3
5,202270,Fall 2022,201770,Fall 2017,CEC2280,NA,'--,GR,Master,CEC,MS Data Analytics Engineering,EC-MS-DAEN,EC,Engineering & Computing,R,VA,BUS,Y,**Web Registered**,8/1/2022,GBUS 739,GBUS 739 001,Lecture,Mix F2F and Online,N,3,3
6,202270,Fall 2022,201770,Fall 2017,CEC2280,NA,'--,GR,Master,CEC,MS Data Analytics Engineering,EC-MS-DAEN,EC,Engineering & Computing,R,VA,BUS,Y,**Web Registered**,8/29/2022,GBUS 721,GBUS 721 001,Lecture,Mix F2F and Online,N,3,3
7,202270,Fall 2022,201770,Fall 2017,CEC7656,NA,'--,GR,Master,CEC,MS Computer Science,EC-MS-CS,CS,Computer Science,R,VA,CEC,Y,**Web Registered**,4/19/2022,CS 747,CS 747 001,Lecture,F2F,N,3,3
8,202270,Fall 2022,201770,Fall 2017,CEC12876,NA,'--,GR,Master,CEC,MS Applied Info Technology,EC-MS-AIT,IST,Info Sciences & Technology,R,VA,CEC,Y,**Web Registered**,6/24/2022,AIT 655,AIT 655 001,Lecture,F2F,N,3,3
9,202270,Fall 2022,201770,Fall 2017,CEC13460,NA,'--,GR,Master,CEC,MS Systems Engineering,EC-MS-SYST,SYST,Systems Engr & Operations Rsch,R,VA,CEC,Y,**Web Registered**,5/10/2022,SYST 699,SYST 699 DL3,Lecture,Online,N,3,3
10,202270,Fall 2022,201770,Fall 2017,CEC13940,NA,'--,GR,Master,CEC,MS Software Engineering,EC-MS-SWE,CS,Computer Science,R,VA,CEC,Y,**Web Registered**,7/8/2022,SWE 799,SWE 799 001,Thesis,F2F,N,6-Jan,3
11,202270,Fall 2022,201810,Spring 2018,CEC227,NA,'--,GR,Master,CEC,MS Computer Forensics,EC-MS-CFRS,ECE,Electrical & Comp. Engineering,R,VA,CEC,Y,**Web Registered**,4/23/2022,DFOR 790,DFOR 790 001,Lecture,F2F,N,3,3
12,202270,Fall 2022,201810,Spring 2018,CEC893,NA,'--,GR,Master,CEC,MS Computer Engineering,EC-MS-CPE,ECE,Electrical & Comp. Engineering,R,VA,CEC,Y,**Web Registered**,8/26/2022,ECE 799,ECE 799 034,Thesis,F2F,N,3,3
13,202270,Fall 2022,201810,Spring 2018,CEC1331,NA,'--,GR,Master,CEC,MS Systems Engineering,EC-MS-SYST,SYST,Systems Engr & Operations Rsch,R,VA,CEC,Y,**Web Registered**,5/24/2022,SYST 621,SYST 621 DL1,Lecture,Online,N,3,3
14,202270,Fall 2022,201810,Spring 2018,CEC14593,NA,'--,GR,Master,CEC,MS Data Analytics Engineering,EC-MS-DAEN,EC,Engineering & Computing,R,VA,CEC,Y,**Web Registered**,8/22/2022,AIT 664,AIT 664 006,Lecture,Online,N,3,3
15,202270,Fall 2022,201810,Spring 2018,CEC14617,NA,'--,GR,Master,CEC,MS Applied Info Technology,EC-MS-AIT,IST,Info Sciences & Technology,R,VA,CEC,Y,**Web Registered**,4/22/2022,AIT 722,AIT 722 002,Lecture,Online,N,3,3
16,202270,Fall 2022,201810,Spring 2018,CEC15360,NA,'--,GR,Master,CEC,MS Computer Science,EC-MS-CS,CS,Computer Science,R,VA,CEC,Y,**Web Registered**,4/19/2022,SWE 619,SWE 619 002,Lecture,F2F,N,3,3
17,202270,Fall 2022,201870,Fall 2018,CEC681,NA,'--,GR,Master,CEC,MS Data Analytics Engineering,EC-MS-DAEN,EC,Engineering & Computing,R,VA,CEC,Y,**Web Registered**,4/20/2022,AIT 736,AIT 736 DL2,Lecture,Online,N,3,3
18,202270,Fall 2022,201870,Fall 2018,CEC1186,NA,'--,GR,Master,CEC,MS Computer Forensics,EC-MS-CFRS,ECE,Electrical & Comp. Engineering,R,VA,CEC,Y,**Web Registered**,8/5/2022,DFOR 761,DFOR 761 001,Lecture,F2F,N,3,3
19,202270,Fall 2022,201870,Fall 2018,CEC1270,NA,'--,GR,Master,CEC,MS Computer Science,EC-MS-CS,CS,Computer Science,R,VA,CEC,Y,**Web Registered**,4/19/2022,CS 685,CS 685 001,Lecture,F2F,N,3,3
20,202270,Fall 2022,201870,Fall 2018,CEC1304,NA,'--,GR,Master,CEC,MS Software Engineering,EC-MS-SWE,CS,Computer Science,R,VA,CEC,Y,**Web Registered**,6/23/2022,SWE 621,SWE 621 DL1,Lecture,Online,N,3,3
21,202270,Fall 2022,201870,Fall 2018,CEC1304,NA,'--,GR,Master,CEC,MS Software Engineering,EC-MS-SWE,CS,Computer Science,R,VA,CEC,Y,**Web Registered**,8/10/2022,SWE 632,SWE 632 002,Lecture,F2F,N,3,3
22,202270,Fall 2022,201870,Fall 2018,CEC2164,NA,'--,GR,Master,CEC,MS Applied Info Technology,EC-MS-AIT,IST,Info Sciences & Technology,R,VA,CEC,Y,Drop-Course Cancelled,4/21/2022,AIT 682,AIT 682 DL2,Lecture,Online,N,3,0
23,202270,Fall 2022,201870,Fall 2018,CEC2164,NA,'--,GR,Master,CEC,MS Applied Info Technology,EC-MS-AIT,IST,Info Sciences & Technology,R,VA,CEC,Y,**Web Registered**,4/19/2022,AIT 512,AIT 512 DL1,Lecture,Online,N,3,3
24,202270,Fall 2022,201870,Fall 2018,CEC2164,NA,'--,GR,Master,CEC,MS Applied Info Technology,EC-MS-AIT,IST,Info Sciences & Technology,R,VA,CEC,Y,**Web Registered**,4/21/2022,AIT 682,AIT 682 001,Lecture,Online,N,3,3
25,202270,Fall 2022,201870,Fall 2018,CEC2646,NA,'--,GR,Master,CEC,MS Computer Science,EC-MS-CS,CS,Computer Science,R,VA,CEC,Y,**Web Registered**,4/19/2022,CS 580,CS 580 003,Lecture,F2F,N,3,3
26,202270,Fall 2022,201870,Fall 2018,CEC2646,NA,'--,GR,Master,CEC,MS Computer Science,EC-MS-CS,CS,Computer Science,R,VA,CEC,Y,**Web Registered**,4/19/2022,DFOR 761,DFOR 761 001,Lecture,F2F,N,3,3
27,202270,Fall 2022,201870,Fall 2018,CEC3456,NA,'--,GR,Master,CEC,MS Computer Science,EC-MS-CS,CS,Computer Science,R,VA,CEC,Y,**Web Registered**,8/22/2022,SWE 632,SWE 632 002,Lecture,F2F,N,3,3
28,202270,Fall 2022,201870,Fall 2018,CEC4450,NA,'--,GR,Master,CEC,MS Applied Info Technology,EC-MS-AIT,IST,Info Sciences & Technology,R,VA,CEC,Y,**Web Registered**,5/17/2022,AIT 524,AIT 524 DL2,Lecture,Online,N,3,3
29,202270,Fall 2022,201870,Fall 2018,CEC4574,NA,'--,GR,Master,CEC,MS Applied Info Technology,EC-MS-AIT,IST,Info Sciences & Technology,R,VA,CEC,Y,Drop-Course Cancelled,4/21/2022,AIT 682,AIT 682 DL2,Lecture,Online,N,3,0
30,202270,Fall 2022,201870,Fall 2018,CEC4574,NA,'--,GR,Master,CEC,MS Applied Info Technology,EC-MS-AIT,IST,Info Sciences & Technology,R,VA,CEC,Y,**Web Registered**,4/19/2022,AIT 660,AIT 660 DL1,Lecture,Online,N,3,3
31,202270,Fall 2022,201870,Fall 2018,CEC4574,NA,'--,GR,Master,CEC,MS Applied Info Technology,EC-MS-AIT,IST,Info Sciences & Technology,R,VA,CEC,Y,**Web Registered**,4/21/2022,AIT 682,AIT 682 001,Lecture,Online,N,3,3
32,202270,Fall 2022,201870,Fall 2018,CEC4814,NA,'--,GR,Master,CEC,MS Electrical Engineering,EC-MS-ELEN,ECE,Electrical & Comp. Engineering,R,VA,CEC,Y,**Web Registered**,4/19/2022,ECE 527,ECE 527 001,Lecture,F2F,N,3,3
33,202270,Fall 2022,201870,Fall 2018,CEC5007,NA,'--,GR,Master,CEC,MS Computer Science,EC-MS-CS,CS,Computer Science,R,VA,CEC,Y,**Web Registered**,8/21/2022,CS 681,CS 681 DL1,Lecture,Online,N,3,3
34,202270,Fall 2022,201870,Fall 2018,CEC8130,NA,'--,GR,Master,CEC,MS Operations Research,EC-MS-OPRS,SYST,Systems Engr & Operations Rsch,R,VA,CEC,Y,**Web Registered**,5/16/2022,OR 644,OR 644 001,Lecture,F2F,N,3,3
35,202270,Fall 2022,201870,Fall 2018,CEC8518,NA,'--,GR,Master,CEC,MS Statistical Science,EC-MS-STAT,STAT,Statistics,R,VA,CEC,Y,**Web Registered**,8/8/2022,STAT 676,STAT 676 001,Lecture,F2F,N,3,3
36,202270,Fall 2022,201870,Fall 2018,CEC15141,NA,'--,GR,Master,CEC,MS Computer Science,EC-MS-CS,CS,Computer Science,R,VA,CEC,Y,**Web Registered**,4/19/2022,SWE 619,SWE 619 002,Lecture,F2F,N,3,3
